log_file	tool_version_line	command
outputs/refmap_muralis/raffonei/raffonei_downsampled/iter_2/populations.log	populations v2.60, executed 2022-08-26 18:58:21 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/iter_2 -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 1 -O raffonei/raffonei_downsampled/iter_2/ -t 24 --vcf
outputs/refmap_muralis/raffonei/raffonei_downsampled/iter_3/populations.log	populations v2.60, executed 2022-08-26 19:01:16 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/iter_3 -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 1 -O raffonei/raffonei_downsampled/iter_3/ -t 24 --vcf
outputs/refmap_muralis/raffonei/raffonei_downsampled/iter_4/populations.log	populations v2.60, executed 2022-08-26 19:04:24 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/iter_4 -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 1 -O raffonei/raffonei_downsampled/iter_4/ -t 24 --vcf
outputs/refmap_muralis/raffonei/raffonei_downsampled/iter_5/populations.log	populations v2.60, executed 2022-08-26 19:07:28 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/iter_5 -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 1 -O raffonei/raffonei_downsampled/iter_5/ -t 24 --vcf
outputs/refmap_muralis/siculus/missing_50/populations.log	populations v2.60, executed 2022-08-26 18:38:03 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/siculus_highqual -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 0.5 -O siculus/missing_50/ -t 24 --vcf
outputs/refmap_muralis/siculus/no_missing/populations.log	populations v2.60, executed 2022-08-26 18:43:19 (zlib-1.2.11	populations -P ./output/ -M ./popmaps/siculus_highqual -W ./all_loci_diversity/all_loci_both_species_noZ_whitelist.tsv -r 1 -O siculus/no_missing/ -t 24 --vcf
outputs/refmap_raffonei/neestimator/populations.log	populations v2.64, executed 2023-08-10 16:00:41 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/2017_raffonei --min-mac 2 -p 1 -r 1 -O ./neestimator/ --vcf -t 24 --genepop
outputs/refmap_raffonei/output/gstacks.log	gstacks v2.64, executed 2023-08-09 16:45:24 (zlib-1.2.11)	/usr/local/bin/gstacks -I /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/aligned/ -M /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/popmaps/all_inds_refmap_popmap -O /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/output -t 24
outputs/refmap_raffonei/output/populations.log	populations v2.64, executed 2023-08-09 16:57:23 (zlib-1.2.11	/usr/local/bin/populations -P /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/output -M /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/popmaps/all_inds_refmap_popmap -t 24
outputs/refmap_raffonei/output/ref_map.log	ref_map.pl version 2.64 started at 2023-08-09 16:45:24	/usr/local/bin/ref_map.pl --samples /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/aligned --popmap /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/popmaps/all_inds_refmap_popmap --out-path /home/dsalvi/LIZARD/raffonei_siculus/capo_grosso_analysis/outputs/refmap_raffonei/output -T 24
outputs/refmap_raffonei/pop_down1/populations.log	populations v2.64, executed 2023-08-10 14:31:08 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raffonei_downsample/raffonei_highqual_downsampled_iter1 --min-mac 2 -p 2 -r 1 -O ./pop_down1/ --vcf -t 24
outputs/refmap_raffonei/pop_down2/populations.log	populations v2.64, executed 2023-08-10 14:36:59 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raffonei_downsample/raffonei_highqual_downsampled_iter2 --min-mac 2 -p 2 -r 1 -O ./pop_down2/ --vcf -t 24
outputs/refmap_raffonei/pop_down3/populations.log	populations v2.64, executed 2023-08-10 14:56:31 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raffonei_downsample/raffonei_highqual_downsampled_iter3 --min-mac 2 -p 2 -r 1 -O ./pop_down3/ --vcf -t 24
outputs/refmap_raffonei/pop_down4/populations.log	populations v2.64, executed 2023-08-10 15:08:56 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raffonei_downsample/raffonei_highqual_downsampled_iter4 --min-mac 2 -p 2 -r 1 -O ./pop_down4/ --vcf -t 24
outputs/refmap_raffonei/pop_down5/populations.log	populations v2.64, executed 2023-08-10 15:39:32 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raffonei_downsample/raffonei_highqual_downsampled_iter5 --min-mac 2 -p 2 -r 1 -O ./pop_down5/ --vcf -t 24
outputs/refmap_raffonei/populations_no_missing/populations.log	populations v2.64, executed 2023-08-10 14:20:42 (zlib-1.2.11	populations -P ./output/ -W ./output/Z_W_removed_whitelist.tsv -M ./popmaps/raf_sic_highqual --min-mac 2 -p 2 -r 1 -O ./populations_no_missing/ --vcf -t 24
outputs/refmap_raffonei/sex_chromosome_analysis/populations.log	populations v2.64, executed 2024-09-27 22:52:09 (zlib-1.2.11	populations -P ./output/ -O ./sex_chromosome_analysis/ -M ./popmaps/all_inds_refmap_popmap --vcf -r 0.8 -t 8
